"","Company","User_ID","N_Prev_Ten"
"17207","Microsoft","6408976",5
"17210","Microsoft","196343068",1
"17212","Microsoft","57642823",1
"17216","Microsoft","12533701",3
"17222","Microsoft","3811043",3
"17228","Microsoft","71507278",2
"17229","Microsoft","1832916",1
"17248","Microsoft","42459112",4
"17266","Microsoft","82109271",1
"17269","Microsoft","3606426",3
"17272","Microsoft","16087227",3
"17282","Amazon","43895182",3
"17290","Microsoft","22241965",4
"17311","Microsoft","1896556",6
"17314","Microsoft","5184543",3
"17317","Microsoft","7721039",1
"17330","Microsoft","11046366",7
"17332","Microsoft","204771371",2
"17333","Microsoft","204771371",3
"17337","Microsoft","2593291",1
"17356","Microsoft","1838874",3
"17361","Microsoft","199587415",3
"17372","Microsoft","14130944",7
"17378","Microsoft","61052252",3
"17397","Microsoft","24603752",11
"17405","Microsoft","1417281",2
"17407","Apple","31220179",1
"17409","Microsoft","31220179",3
"17415","Microsoft","79226476",3
"17429","Microsoft","8790611",5
"17431","Microsoft","173783963",2
"17433","Microsoft","99750692",1
"17437","Microsoft","183754764",4
"17448","Microsoft","5858872",3
"17454","Microsoft","216868",5
"17460","Apple","6140296",2
"17461","Amazon","6140296",3
"17481","Microsoft","234440854",3
"17483","Microsoft","4115707",1
"17498","Microsoft","15505295",3
"17504","Microsoft","29541422",4
"17508","Microsoft","1515432",3
"17510","Microsoft","1057545",1
"17514","Amazon","49928551",2
"17519","Microsoft","12379178",4
"17520","Microsoft","12379178",5
"17525","Microsoft","10795",1
"17526","Google","10795",2
"17528","Microsoft","8041716",2
"17541","Microsoft","51740791",8
"17549","Microsoft","113436012",3
"17550","Google","113436012",4
"17552","Microsoft","110856238",2
"17563","Microsoft","145254970",2
"17565","Microsoft","10630323",1
"17569","Microsoft","34470460",3
"17571","Microsoft","52943016",1
"17574","Microsoft","16114690",2
"17576","Apple","16114690",4
"17582","Microsoft","7470273",6
"17584","Microsoft","2653964",1
"17586","Amazon","2653964",3
"17590","Microsoft","5125817",3
"17592","Microsoft","5125817",5
"17601","Microsoft","196212880",5
"17607","Microsoft","5126790",2
"17611","Microsoft","27588795",3
"17618","Microsoft","69260865",5
"17636","Apple","21489781",5
"17637","Microsoft","21489781",6
"17645","Microsoft","13352845",3
"17646","Amazon","836239",1
"17651","Microsoft","2475631",5
"17681","Microsoft","6798956",1
"17682","Microsoft","6798956",2
"17693","Microsoft","5918626",5
"17697","Microsoft","19548371",2
"17702","Microsoft","422449210",2
"17711","Microsoft","53944926",1
"17721","Microsoft","2923807",2
"17724","Microsoft","79106656",3
"17736","Microsoft","154379961",3
"17746","Microsoft","1277850",10
"17753","Microsoft","43347438",3
"17765","Microsoft","166165478",4
"17775","Microsoft","259759263",2
"17776","Google","259759263",3
"17795","Google","73349615",1
"17797","Microsoft","6884363",2
"17799","Microsoft","377393256",1
"17801","Microsoft","13681974",2
"17809","Microsoft","16786889",2
"17812","Microsoft","85848843",3
"17820","Microsoft","516224700",3
"17826","Microsoft","7621424",3
"17841","Microsoft","57361438",8
"17845","Facebook","88066297",1
"17848","Microsoft","104411235",3
"17851","Microsoft","73664325",2
"17855","Amazon","4774282",4
"17856","Microsoft","4774282",5
"17858","Microsoft","55863",2
"17868","Microsoft","6232641",3
"17873","Microsoft","2614968",2
"17886","Apple","572127",4
"17887","Microsoft","572127",5
"17896","Microsoft","279836",9
"17900","Microsoft","124915792",2
"17902","Microsoft","79022446",1
"17903","Microsoft","12073789",1
"17911","Microsoft","20260223",4
"17919","Microsoft","2400515",8
"17928","Microsoft","83268225",4
"17932","Microsoft","18262078",4
"17939","Microsoft","14235558",3
"17949","Microsoft","15876526",5
"17953","Microsoft","4735388",3
"17959","Microsoft","18594904",6
"17963","Microsoft","30489183",2
"17970","Microsoft","83278450",2
"17976","Microsoft","88602305",5
"17993","Microsoft","43165829",1
"18001","Microsoft","4447233",7
"18014","Microsoft","7149238",3
"18024","Microsoft","48017607",6
"18034","Microsoft","4424226",4
"18040","Microsoft","18811833",4
"18046","Microsoft","329223",1
"18050","Google","329223",5
"18057","Microsoft","2203052",7
"18064","Microsoft","510808",4
"18068","Microsoft","17641093",4
"18076","Apple","6489707",3
"18079","Microsoft","6489707",6
"18081","Microsoft","1542197",2
"18088","Microsoft","12617818",6
"18106","Microsoft","23241210",2
"18114","Google","29840763",1
"18122","Microsoft","19064808",5
"18127","Microsoft","44860601",4
"18128","Microsoft","56925303",1
"18137","Microsoft","79606283",2
"18139","Microsoft","7123030",1
"18143","Microsoft","11919485",1
"18153","Microsoft","9117700",6
"18156","Microsoft","15403006",2
"18163","Microsoft","11671697",1
"18169","Microsoft","30844266",3
"18180","Microsoft","6736389",3
"18186","Apple","2935982",1
"18197","Microsoft","18173311",7
"18216","Microsoft","16982559",4
"18221","Microsoft","93874707",1
"18228","Microsoft","47374005",4
"18232","Microsoft","36384070",2
"18233","Microsoft","36384070",3
"18261","Microsoft","39779552",1
"18278","Microsoft","20876830",3
"18284","Microsoft","4676528",3
"18288","Microsoft","115873192",4
"18301","Microsoft","105085309",11
"18304","Microsoft","74950602",2
"18308","Microsoft","3873938",4
"18315","Apple","121887549",2
"18317","Microsoft","14043682",1
"18324","Microsoft","134590696",7
"18333","Microsoft","14138069",1
"18334","Microsoft","12763312",1
"18337","Microsoft","6806952",1
"18343","Google","28679988",6
"18345","Microsoft","28679988",8
"18350","Microsoft","21656040",5
"18367","Microsoft","463464",2
"18373","Microsoft","13151990",3
"18379","Microsoft","1485811",2
"18381","Microsoft","43720495",1
"18384","Google","67384272",1
"18395","Microsoft","8001803",4
"18408","Microsoft","19637283",1
"18409","Microsoft","19637283",2
"18413","Microsoft","196466528",1
"18427","Microsoft","23282150",5
"18430","Microsoft","13453365",3
"18439","Microsoft","3820602",1
"18441","Microsoft","8402509",2
"18448","Microsoft","53886013",1
"18460","Microsoft","355686",6
"18481","Microsoft","21365777",7
"18488","Microsoft","11222499",4
"18499","Microsoft","14631468",5
"18504","Microsoft","5824169",1
"18515","Microsoft","1297613",3
"18516","Microsoft","1297613",4
"18517","Microsoft","118198773",1
"18519","Microsoft","12197955",1
"18528","Microsoft","41930946",1
"18535","Microsoft","10433333",4
"18538","Microsoft","132549821",1
"18539","Microsoft","132549821",2
"18543","Microsoft","65346555",2
"18549","Microsoft","40743307",1
"18554","Microsoft","99958247",4
"18556","Microsoft","2438929",1
"18562","Microsoft","128387688",5
"18571","Microsoft","4321035",3
"18581","Microsoft","21995193",9
"18582","Microsoft","21995193",10
"18586","Microsoft","42554606",2
"18589","Microsoft","5910449",3
"18596","Microsoft","1478167",5
"18602","Microsoft","16452873",4
"18609","Microsoft","5406954",5
"18618","Microsoft","20156305",2
"18626","Microsoft","4229416",4
"18629","Google","4229416",7
"18632","Microsoft","655585",2
"18640","Microsoft","3048071",2
"18654","Google","4719042",6
"18657","Microsoft","7224879",3
"18662","Microsoft","157733905",2
"18666","Microsoft","16580261",1
"18671","Microsoft","16094036",2
"18674","Microsoft","2948374",2
"18680","Microsoft","89821019",1
"18686","Microsoft","4161135",3
"18690","Microsoft","1147198",3
"18698","Microsoft","65215510",2
"18702","Google","65215510",6
"18708","Microsoft","135216486",1
"18722","Microsoft","442549",4
"18731","Microsoft","9214171",6
"18735","Google","2046978",3
"18736","Microsoft","2046978",4
"18741","Microsoft","21230369",4
"18746","Microsoft","35537803",2
"18758","Microsoft","45822963",2
"18767","Microsoft","24427577",7
"18771","Microsoft","35981331",2
"18774","Microsoft","20919297",3
"18781","Microsoft","47995302",2
"18793","Microsoft","6328554",2
"18797","Microsoft","6966526",4
"18809","Microsoft","94284719",10
"18824","Microsoft","86983391",3
"18827","Microsoft","106060136",2
"18828","Microsoft","106060136",3
"18834","Microsoft","150365862",2
"18839","Apple","136949834",1
"18841","Microsoft","136949834",3
"18850","Microsoft","65583286",2
"18855","Microsoft","286430",4
"18859","Microsoft","24345002",4
"18867","Microsoft","1303",3
"18878","Microsoft","25246989",5
"18882","Microsoft","15999059",4
"18887","Microsoft","20684454",5
"18888","Microsoft","20684454",6
"18891","Microsoft","71777184",1
"18901","Microsoft","2364797",3
"18902","Microsoft","14620834",1
"18905","Microsoft","414863252",1
"18909","Microsoft","15162014",1
"18921","Microsoft","84180633",4
"18928","Microsoft","4003354",2
"18929","Microsoft","566642",1
"18935","Microsoft","6918428",3
"18939","Microsoft","48938376",4
"18943","Microsoft","22407189",1
"18950","Microsoft","14121637",2
"18961","Microsoft","7457321",3
"18962","Microsoft","230798450",1
"18970","Microsoft","763785",2
"18980","Microsoft","1243158",6
"18984","Microsoft","47565302",3
"18990","Microsoft","1073944",5
"18992","Microsoft","86978631",2
"19001","Microsoft","61958375",5
"19007","Microsoft","168599510",4
"19014","Microsoft","109674670",4
"19030","Microsoft","221063583",1
"19033","Microsoft","94011254",3
"19037","Microsoft","73383514",2
"19046","Microsoft","20849488",3
"19051","Microsoft","152493",3
"19052","Amazon","152493",4
"19057","Microsoft","23766453",1
"19058","Microsoft","23766453",2
"19064","Microsoft","3977979",2
"19069","Microsoft","17502956",1
"19076","Microsoft","3300873",5
"19082","Microsoft","97026278",1
"19086","Microsoft","148634581",1
"19094","Microsoft","89178529",1
"19097","Microsoft","39130649",2
"19103","Microsoft","186227896",3
"19114","Microsoft","237749298",1
"19118","Microsoft","6669937",3
"19127","Amazon","22190668",1
"19133","Microsoft","27554656",5
"19140","Microsoft","5912017",2
"19156","Microsoft","80170458",5
"19161","Microsoft","14500925",2
"19164","Microsoft","2763081",2
"19173","Microsoft","19739018",8
"19183","Microsoft","100967383",2
"19199","Microsoft","75255473",1
"19206","Microsoft","137241434",2
"19211","Microsoft","113188929",4
"19213","Microsoft","38243699",1
"19223","Microsoft","8263787",4
"19246","Microsoft","113692430",2
"19249","Microsoft","733707",3
"19250","Microsoft","733707",4
"19256","Microsoft","1700257",4
"19260","Microsoft","10929499",2
"19266","Microsoft","30068200",3
"19271","Microsoft","420145",5
"19274","Microsoft","420145",8
"19283","Microsoft","281186819",1
"19286","Microsoft","4629452",2
"19298","Microsoft","34480",5
"19301","Microsoft","1587624",2
"19313","Microsoft","105855157",2
"19320","Microsoft","41059681",4
"19332","Microsoft","13919670",2
"19336","Microsoft","76582465",4
"19340","Microsoft","49772367",4
"19346","Microsoft","23829946",4
"19351","Microsoft","14065969",5
"19354","Microsoft","14065969",8
"19358","Microsoft","3440025",4
"19360","Microsoft","14743017",2
"19364","Microsoft","108857283",2
"19366","Microsoft","92645101",1
"19373","Microsoft","166198786",2
"19376","Microsoft","58762104",3
"19384","Microsoft","231055",7
"19392","Microsoft","236086674",6
"19398","Microsoft","7959412",5
"19409","Microsoft","601778",3
"19412","Microsoft","5020136",3
"19419","Microsoft","53078769",2
"19422","Microsoft","307794678",1
"19427","Microsoft","1735128",4
"19446","Microsoft","39430010",5
"19453","Microsoft","43524508",1
"19465","Microsoft","61218399",9
"19472","Microsoft","66823292",1
"19478","Microsoft","11247479",1
"19483","Google","72099862",4
"19497","Microsoft","16668119",5
"19500","Microsoft","17960827",3
"19506","Microsoft","8424859",1
"19510","Microsoft","108255135",2
"19513","Microsoft","86245127",1
"19514","Microsoft","16273155",1
"19519","Google","16273155",6
"19526","Amazon","9748462",1
"19530","Microsoft","12252236",3
"19537","Microsoft","17965272",6
"19541","Microsoft","2438651",2
"19542","Microsoft","2438651",3
"19546","Microsoft","18458634",1
"19548","Apple","18458634",3
"19561","Amazon","11308588",4
"19564","Microsoft","178007380",2
"19565","Microsoft","178007380",3
"19569","Amazon","80242964",3
"19592","Microsoft","11096142",6
"19613","Microsoft","6530477",13
"19617","Microsoft","308094796",1
"19630","Microsoft","16651480",1
"19631","Microsoft","4041684",1
"19647","Microsoft","18377647",2
"19658","Microsoft","6323218",3
"19660","Amazon","6323218",5
"19665","Microsoft","49778740",4
"19675","Microsoft","54611689",3
"19685","Microsoft","35542221",3
"19690","Microsoft","19393030",4
"19701","Microsoft","7177769",2
"19703","Microsoft","21157460",1
"19707","Microsoft","16214254",2
"19708","Microsoft","244197",1
"19713","Microsoft","9286105",5
"19719","Microsoft","13883497",3
"19722","Microsoft","12670732",1
"19735","Microsoft","22082455",3
"19752","Microsoft","117740792",1
"19759","Microsoft","184635358",1
"19766","Microsoft","1693632",6
"19774","Microsoft","90852771",3
"19781","Microsoft","3822959",4
"19788","Microsoft","130387548",5
"19801","Microsoft","8920725",5
"19804","Microsoft","108370717",1
"19809","Microsoft","92046270",2
"19822","Microsoft","122156789",2
"19832","Microsoft","478609863",2
"19837","Microsoft","40352404",3
"19843","Microsoft","57791220",5
"19845","Microsoft","81119480",1
"19846","Google","81119480",2
"19848","Microsoft","78598",1
"19861","Microsoft","32699922",4
"19865","Microsoft","32024664",4
"19869","Microsoft","1264081",3
"19879","Microsoft","2108600",3
"19897","Microsoft","44463027",2
"19901","Microsoft","156895746",3
"19911","Microsoft","216850538",2
"19915","Microsoft","7789215",3
"19928","Microsoft","18972107",1
"19929","Microsoft","18972107",2
"19931","Microsoft","57806351",1
"19944","Microsoft","73746511",4
"19952","Microsoft","245034",4
"19958","Microsoft","2250179",5
"19970","Microsoft","475462",2
"19975","Microsoft","32045717",2
"19978","Microsoft","5430529",2
"19986","Microsoft","114758902",2
"19993","Microsoft","305268550",1
"20003","Microsoft","155879591",2
"20004","Microsoft","155879591",3
"20005","Microsoft","8427329",1
"20013","Microsoft","4088098",5
"20024","Microsoft","159574578",5
"20029","Microsoft","91154637",4
"20046","Microsoft","230424128",8
"20068","Microsoft","2809217",14
"20070","Google","11282595",2
"20076","Microsoft","11282595",8
"20077","Facebook","11282595",9
"20090","Microsoft","1270175",1
"20095","Microsoft","139940140",4
"20099","Microsoft","21526340",3
"20107","Microsoft","280598",6
"20114","Microsoft","4389298",6
"20117","Microsoft","16377868",2
"20119","Google","16377868",4
"20123","Microsoft","7682473",4
"20125","Microsoft","63744705",1
"20127","Microsoft","77066682",2
"20132","Microsoft","157825758",2
"20142","Microsoft","31880018",1
"20146","Microsoft","12273948",4
"20162","Microsoft","4765203",3
"20185","Microsoft","55886744",13
"20197","Microsoft","318181305",2
"20220","Microsoft","49257011",3
"20231","Microsoft","264995655",3
"20234","Microsoft","16224691",3
"20239","Amazon","4504168",3
"20243","Microsoft","68535825",3
"20245","Microsoft","4726479",1
"20248","Microsoft","10702679",3
"20249","Microsoft","270953873",1
"20252","Microsoft","7030401",3
"20260","Microsoft","80752248",1
"20268","Microsoft","18925705",6
"20269","Microsoft","30448041",1
"20273","Microsoft","366432114",3
"20275","Microsoft","84952080",1
"20281","Microsoft","34372439",5
"20285","Microsoft","13642334",1
"20288","Microsoft","51069702",2
"20290","Microsoft","113952296",2
"20298","Microsoft","84807193",4
"20301","Microsoft","5035098",1
"20305","Microsoft","12159271",4
"20317","Microsoft","8343747",2
"20318","Microsoft","8343747",3
"20332","Microsoft","60233628",4
"20335","Microsoft","11817675",2
"20336","Apple","15615001",1
"20338","Google","26938964",2
"20344","Microsoft","1422624",6
"20352","Microsoft","12939851",1
"20356","Microsoft","92953917",2
"20360","Microsoft","4018048",4
"20371","Microsoft","60365955",7
"20372","Microsoft","129746703",1
"20382","Microsoft","24029879",3
"20383","Microsoft","24029879",4
"20404","Microsoft","24729252",11
"20407","Microsoft","164868920",3
"20411","Microsoft","378571",4
"20412","Microsoft","3474507",1
"20415","Google","3474507",4
"20429","Microsoft","62702740",4
"20440","Microsoft","10404236",1
"20448","Microsoft","7116349",1
"20455","Microsoft","6759866",1
"20464","Microsoft","25302032",2
"20472","Microsoft","42166900",4
"20479","Microsoft","2379599",7
"20492","Microsoft","8766671",6
"20499","Microsoft","1433837",1
"20500","Microsoft","17710816",1
"20501","Microsoft","168365617",1
"20504","Microsoft","106060142",2
"20516","Microsoft","475226",6
"20517","Microsoft","475226",7
"20523","Microsoft","42515366",2
"20524","Microsoft","1446282",1
"20528","Microsoft","3168795",4
"20532","Microsoft","6321161",2
"20534","Microsoft","714208",1
"20535","Amazon","714208",2
"20536","Microsoft","76802496",1
"20542","Microsoft","40476497",4
"20567","Microsoft","150866",7
"20570","Microsoft","16371297",2
"20573","Microsoft","21227628",3
"20574","Microsoft","23026539",1
"20575","Microsoft","23026539",2
"20587","Microsoft","1486278",4
"20595","Microsoft","3174692",3
"20598","Microsoft","3398043",1
"20607","Microsoft","6245401",2
"20613","Microsoft","5743106",1
"20618","Amazon","5743106",6
"20622","Microsoft","21922604",1
"20632","Amazon","4044430",3
"20639","Microsoft","17970506",3
"20645","Microsoft","155280615",2
"20660","Microsoft","29162932",5
"20672","Microsoft","2287606",10
"20680","Microsoft","121570177",3
"20683","Microsoft","146987392",1
"20691","Microsoft","11382366",5
"20702","Microsoft","72027799",5
"20715","Microsoft","37163515",7
"20718","Microsoft","11118428",3
"20727","Microsoft","13804960",3
"20728","Amazon","13804960",4
"20733","Microsoft","3687381",4
"20758","Microsoft","12998337",4
"20769","Microsoft","57804561",6
"20773","Amazon","57804561",10
"20780","Microsoft","80956829",3
"20784","Microsoft","41855896",3
"20787","Microsoft","14575200",2
"20789","Microsoft","2079772",1
"20796","Microsoft","58956800",5
"20804","Microsoft","15974886",3
"20810","Amazon","1460543",3
"20812","Microsoft","49430608",2
"20815","Microsoft","21223236",2
"20823","Microsoft","62533260",1
"20843","Microsoft","5322565",7
"20846","Google","49871456",3
"20859","Microsoft","21092719",4
"20869","Microsoft","4145722",4
"20874","Microsoft","22018056",2
"20888","Microsoft","192411718",1
"20902","Microsoft","54951198",7
"20914","Microsoft","5313857",6
"20922","Microsoft","48718956",1
"20924","Microsoft","48718956",3
"20932","Microsoft","12459761",1
"20938","Microsoft","31614882",3
"20942","Microsoft","2189050",2
"20955","Microsoft","16870980",6
"20972","Microsoft","79008925",4
"20989","Microsoft","13114924",1
"20996","Microsoft","350113",7
"21003","Microsoft","37202047",2
"21007","Microsoft","1460507",3
"21011","Microsoft","21476047",4
"21015","Microsoft","108571",1
"21027","Facebook","15867491",1
"21047","Microsoft","40607376",20
"21060","Microsoft","199351668",2
"21080","Microsoft","15074775",1
"21088","Microsoft","29031789",2
"21095","Microsoft","54274561",4
"21096","Microsoft","35969623",1
"21103","Microsoft","97145159",2
"21111","Microsoft","14486970",3
"21113","Microsoft","55345637",2
"21114","Microsoft","15344552",1
"21121","Microsoft","10952843",2
"21138","Microsoft","82424242",4
"21142","Microsoft","410987",2
"21144","Microsoft","10527590",2
"21148","Microsoft","8301243",1
"21161","Microsoft","1238502",3
"21173","Microsoft","31479419",2
"21184","Microsoft","1447973",4
"21198","Microsoft","2266961",1
"21199","Microsoft","2266961",2
"21200","Microsoft","2266961",3
"21201","Microsoft","2266961",4
"21207","Microsoft","207761004",6
"21209","Apple","1231103",1
"21210","Microsoft","1231103",2
"21220","Microsoft","1869136",1
"21240","Microsoft","9393698",11
"21244","Microsoft","374895872",3
"21249","Microsoft","86777375",3
"21258","Microsoft","33948496",4
"21269","Microsoft","22623921",11
"21275","Microsoft","423217347",4
"21286","Microsoft","4784442",3
"21289","Microsoft","57781481",2
"21299","Microsoft","77435564",2
"21307","Microsoft","3208061",1
"21318","Microsoft","288589832",6
"21322","Microsoft","61353594",2
"21327","Microsoft","17030819",1
"21334","Microsoft","24965745",5
"21335","Microsoft","161916538",1
"21346","Microsoft","211686554",3
"21351","Microsoft","187112330",4
"21356","Microsoft","51015962",3
"21360","Microsoft","209372711",2
"21369","Microsoft","5375403",4
"21370","Microsoft","5375403",5
"21373","Microsoft","74600522",1
"21378","Microsoft","11942394",3
"21396","Microsoft","247900862",7
"21398","Google","5060577",1
"21407","Microsoft","78300022",9
"21410","Microsoft","447423",3
"21415","Microsoft","9208304",3
"21422","Microsoft","74841979",1
"21426","Microsoft","15975968",2
"21434","Microsoft","18371926",3
"21443","Microsoft","849152",9
"21447","Microsoft","374177",3
"21454","Microsoft","5452657",1
"21461","Microsoft","5914087",2
"21468","Microsoft","55713467",6
"21476","Apple","29178636",4
"21478","Microsoft","138750",2
"21480","Microsoft","963822",2
"21484","Microsoft","7607396",2
"21485","Microsoft","7607396",3
"21492","Microsoft","10250821",2
"21498","Microsoft","3326116",4
"21502","Microsoft","1780803",3
"21508","Microsoft","270157502",3
"21514","Microsoft","49864683",3
"21538","Microsoft","13461633",8
"21539","Microsoft","13461633",9
"21551","Microsoft","10770184",3
"21559","Amazon","235720979",3
"21565","Microsoft","3869281",4
"21573","Microsoft","521202",2
"21579","Microsoft","1586144",3
"21584","Microsoft","1816682",3
"21589","Microsoft","433935944",5
"21594","Microsoft","174613610",1
"21602","Google","108794353",1
"21607","Microsoft","38031815",3
"21610","Microsoft","40632410",3
"21611","Microsoft","5124898",1
"21615","Microsoft","39360464",4
"21621","Microsoft","31690583",3
"21623","Microsoft","11003320",2
"21632","Google","119559080",2
"21640","Microsoft","182695976",4
"21660","Microsoft","886530",7
"21670","Microsoft","642068",7
"21680","Microsoft","29387918",1
"21687","Microsoft","5515460",3
"21708","Microsoft","296577",6
"21710","Microsoft","46250733",2
"21711","Microsoft","200680869",1
"21713","Microsoft","46015168",2
"21716","Microsoft","11218125",3
"21726","Microsoft","238586",5
"21730","Microsoft","182915935",1
"21732","Microsoft","42940656",1
"21741","Microsoft","13232307",7
"21746","Microsoft","23429993",3
"21759","Microsoft","47410858",6
"21761","Google","47410858",8
"21766","Microsoft","63148257",2
"21775","Microsoft","5259424",3
"21778","Microsoft","7864157",3
"21793","Microsoft","97418263",1
"21797","Microsoft","5124607",3
"21807","Microsoft","168029971",3
"21827","Amazon","15845277",2
"21830","Microsoft","24244013",2
"21840","Microsoft","21184138",3
"21843","Microsoft","58755233",2
"21844","Microsoft","65216733",1
"21861","Microsoft","51964852",2
"21869","Microsoft","199679050",2
"21874","Microsoft","923436",3
"21888","Microsoft","237568604",3
"21896","Microsoft","13963437",6
"21899","Microsoft","26781429",2
"21902","Google","26781429",5
"21908","Microsoft","2599855",3
"21914","Microsoft","13510660",5
"21922","Microsoft","1074966",1
"21924","Amazon","1074966",3
"21926","Microsoft","2843221",2
"21941","Microsoft","1998158",4
"21953","Microsoft","91105293",1
"21957","Microsoft","94478973",1
"21963","Microsoft","102619694",1
"21965","Microsoft","4461107",1
"21975","Microsoft","127644",2
"21976","Facebook","127644",3
"21977","Microsoft","29769759",1
"22000","Microsoft","49997062",8
"22004","Microsoft","49997062",12
"22012","Microsoft","129988188",2
"22018","Microsoft","66572338",1
"22021","Microsoft","20449552",3
"22038","Microsoft","19489810",3
"22039","Microsoft","231155019",1
"22046","Microsoft","99697058",1
"22051","Microsoft","82113132",2
"22059","Microsoft","47003631",2
"22093","Microsoft","5116404",7
"22097","Microsoft","1008802",4
"22104","Microsoft","19414226",2
"22105","Microsoft","11138662",1
"22113","Microsoft","150357754",2
"22117","Microsoft","7072738",1
"22119","Amazon","7072738",3
"22122","Microsoft","7348713",2
"22125","Microsoft","68314991",2
"22130","Microsoft","2822975",3
"22141","Microsoft","51078451",1
"22143","Microsoft","77845377",1
"22157","Microsoft","85471602",1
"22165","Microsoft","768721",6
"22174","Microsoft","32532474",7
"22184","Microsoft","13197668",4
"22186","Microsoft","13197668",6
"22192","Microsoft","54731697",1
"22198","Microsoft","5715704",3
"22201","Microsoft","27519181",1
"22211","Microsoft","181459786",3
"22217","Microsoft","4263331",4
"22227","Microsoft","76362",1
"22229","Microsoft","680716",2
"22236","Microsoft","8297724",1
"22238","Microsoft","14666656",2
"22246","Microsoft","177675178",3
"22254","Microsoft","6080770",1
"22255","Microsoft","25499711",1
"22268","Microsoft","7640798",1
"22276","Microsoft","78983428",2
"22279","Microsoft","176405303",1
"22282","Microsoft","4726292",3
"22298","Amazon","49351962",1
"22300","Microsoft","7158814",2
"22304","Microsoft","2511210",4
"22310","Google","24389421",2
"22315","Microsoft","8943935",1
"22325","Microsoft","12465697",2
"22332","Microsoft","18295223",3
"22336","Microsoft","15388817",2
"22347","Microsoft","2227566",1
"22357","Microsoft","113423746",2
"22360","Microsoft","12773661",3
"22361","Microsoft","12773661",4
"22369","Microsoft","51827837",3
"22373","Microsoft","39697332",2
"22377","Microsoft","5414126",2
"22385","Microsoft","13770490",1
"22386","Microsoft","13770490",2
"22387","Microsoft","13770490",3
"22394","Microsoft","7339562",2
"22403","Microsoft","19665114",2
"22416","Microsoft","8776190",8
"22419","Microsoft","74364982",2
"22422","Microsoft","11908836",2
"22425","Microsoft","4306392",2
"22437","Microsoft","1869250",2
"22440","Microsoft","3521934",3
"22458","Amazon","41070212",2
"22462","Microsoft","77171708",1
"22469","Microsoft","52858551",1
"22477","Microsoft","58359651",3
"22488","Microsoft","12588370",2
"22497","Microsoft","3828160",5
"22503","Microsoft","7376409",6
"22506","Google","7376409",9
"22510","Microsoft","2207185",4
"22511","Microsoft","21318898",1
"22529","Microsoft","2501350",6
"22547","Microsoft","15548631",2
"22555","Microsoft","22285946",6
"22557","Microsoft","105966364",2
"22560","Microsoft","22457552",2
"22562","Microsoft","59460738",2
"22565","Microsoft","8832557",2
"22576","Microsoft","1145611",3
"22580","Microsoft","22316679",2
"22592","Microsoft","8671417",3
"22595","Microsoft","7867803",2
"22612","Microsoft","276337038",1
"22615","Microsoft","47850791",2
"22627","Microsoft","21580778",6
"22634","Microsoft","58973972",2
"22638","Microsoft","140240241",4
"22643","Microsoft","12070905",3
"22649","Microsoft","37948267",3
"22651","Microsoft","1708690",2
"22662","Microsoft","218822907",2
"22684","Microsoft","42421223",2
"22693","Microsoft","214588950",3
"22694","Microsoft","11739465",1
"22700","Microsoft","478447",2
"22710","Microsoft","7021800",5
"22719","Microsoft","42033402",1
"22722","Microsoft","68206673",1
"22731","Microsoft","3109056",7
"22734","Microsoft","10786062",3
"22745","Microsoft","286035265",2
"22749","Microsoft","151742341",3
"22750","Microsoft","30869181",1
"22755","Microsoft","5659220",3
"22756","Microsoft","291868077",1
"22762","Microsoft","53549123",2
"22773","Microsoft","29370756",3
"22777","Microsoft","83830120",3
"22780","Microsoft","8651031",1
"22781","Microsoft","13291236",1
"22791","Microsoft","5246234",1
"22793","Microsoft","5370890",1
"22796","Microsoft","3245097",1
"22815","Microsoft","129256818",3
"22818","Microsoft","3265614",2
"22821","Microsoft","106894036",1
"22835","Microsoft","27377252",3
"22840","Microsoft","5327466",2
"22858","Microsoft","66861699",4
"22862","Microsoft","18588581",2
"22872","Microsoft","30905771",5
"22877","Microsoft","41366638",4
"22883","Microsoft","3402337",2
"22888","Microsoft","4491842",3
"22893","Microsoft","204165659",4
"22894","Microsoft","387462432",1
"22900","Microsoft","2018255",6
"22912","Microsoft","82602523",4
"22915","Microsoft","161340151",3
"22924","Microsoft","17036051",4
"22929","Microsoft","13102446",5
"22938","Microsoft","3170549",4
"22942","Amazon","68581209",1
"22951","Microsoft","19447288",1
"22962","Microsoft","153893945",2
"22964","Microsoft","59468981",1
"22987","Microsoft","9786968",4
"22996","Microsoft","7892278",2
"22997","Google","7892278",3
"22998","Facebook","7892278",4
"23002","Google","363325104",2
"23007","Microsoft","42318105",1
"23008","Microsoft","6238099",1
"23013","Microsoft","135229049",5
"23021","Microsoft","25639307",4
"23032","Microsoft","35098843",5
"23033","Microsoft","5872081",1
"23035","Microsoft","1159241",2
"23040","Microsoft","5878576",5
"23041","Microsoft","5878576",6
"23046","Microsoft","348176",3
"23048","Microsoft","11516234",1
"23049","Microsoft","104229944",1
"23052","Microsoft","4013447",3
"23058","Microsoft","21790812",2
"23066","Microsoft","6718627",2
"23075","Microsoft","2584081",5
"23085","Microsoft","4517027",2
"23097","Microsoft","4245615",4
"23103","Microsoft","849968",4
"23114","Microsoft","2146763",2
"23116","Microsoft","2146763",4
"23129","Microsoft","16359350",1
"23140","Microsoft","106278952",1
"23142","Microsoft","51949389",1
"23150","Microsoft","3939300",2
"23154","Microsoft","2539118",2
